"ID","Origen","Fecha","Tipo","Monto ($)","Emisor/Receptor","Concepto","Grupo / Teléfono","Detalles / Texto"
"-OuK3VKVuC4UarSJy2Lt","WhatsApp Bot","2026-06-04T23:57:26.777Z","police","0","Grupo WhatsApp","Control por ruta 21 unos 200 metros ante de llegar a lagos policia","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control por ruta 21 unos 200 metros ante de llegar a lagos policia"
"-OuK8N8uH4AfZW9Kc2KR","WhatsApp Bot","2026-06-05T00:18:43.987Z","police","0","Grupo WhatsApp","Control en zona centro,policías y tránsito, estan en mitre y Moreno,  estan por Moreno.","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control en zona centro,policías y tránsito, estan en mitre y Moreno,  estan por Moreno."
"-OuKGHAfCHm5y4Bww56T","WhatsApp Bot","2026-06-05T00:53:16.683Z","municipal","0","Grupo WhatsApp","*🚩🏁🚩SAN JUAN ENTRE LARREA Y LINIERS .... YA ESTÁ LIMPIO EL OPERATIVO DE (FISCA) FISCALIZACION DE ","Solo Operativos de TRÁNSITO!!! 2","*🚩🏁🚩SAN JUAN ENTRE LARREA Y LINIERS .... YA ESTÁ LIMPIO EL OPERATIVO DE (FISCA) FISCALIZACION DE TRANSPORTE🚩🏁🚩* 

*⚠️RECUERDEN QUE HOY JUEVES SALE EL OPERATIVO DE ALCOHOLEMIA Y ALGO MAS DE (FISCA) MAS TARDE ...ESTEN ATENTOS!⚠️*"
"-OuKRCt2VzQQlQ1aaHXh","WhatsApp Bot","2026-06-05T01:41:02.693Z","police","0","Grupo WhatsApp","Control policial en San Martín","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control con policías en san Martin esquina banco Credicoop"
"-OuM_ElRfz3oBf9hkF3L","WhatsApp Bot","2026-06-05T11:39:44.129Z","police","0","Grupo WhatsApp","*🚧🔺🔺🚧RUTA 9 ABAJO DEL PUENTE QUE ENTRA AL AEROPUERTO MANO AL OESTE EN FUNES....TRANSITO Y POLICI","Solo Operativos de TRÁNSITO!!! 2","*🚧🔺🔺🚧RUTA 9 ABAJO DEL PUENTE QUE ENTRA AL AEROPUERTO MANO AL OESTE EN FUNES....TRANSITO Y POLICIAS PARANDO🚧🔺🔺🚧*"
"-OuMd2xSYrXd5v9_EIBm","WhatsApp Bot","2026-06-05T11:56:24.322Z","municipal","0","Grupo WhatsApp","*🚧📛📛🚧ATENCION....9.15 HS CORDOBA Y BALCARCE SE ARMA EL POTENTE OPERATIVO DE TRÁNSITO Y ALRREDEDO","Solo Operativos de TRÁNSITO!!! 2","*🚧📛📛🚧ATENCION....9.15 HS CORDOBA Y BALCARCE SE ARMA EL POTENTE OPERATIVO DE TRÁNSITO Y ALRREDEDORES TAMBIEN TE LLEVAN AL OPERATIVO CHUPANDO MOTOS A FULL IMPACT 🛵🏍️🛵🏍️CON EL JEFE DE DIVISION RICARDO ROHRER (ALIAS RIO RIO) CON EL TERCIO DELTA DE POLICIA MOTORIZADA....EVITEN ZONA!!!🚧📛📛🚧*"
"-OuNvUFuQe3c2aSXeLNr","WhatsApp Bot","2026-06-05T17:56:31.961Z","municipal","0","Grupo WhatsApp","*⚠️✖️✖️⚠️27 DE FEBRERO ENTRE CRESPO E IRIONDO MANO AL OESTE.... LLEGÓ EL OPERATIVO DE (FISCA) FISCAL","Solo Operativos de TRÁNSITO!!! 2","*⚠️✖️✖️⚠️27 DE FEBRERO ENTRE CRESPO E IRIONDO MANO AL OESTE.... LLEGÓ EL OPERATIVO DE (FISCA) FISCALIZACION DE TRANSPORTE (servicios públicos) PARANDO TAXIS Y AUTOS 🚖🚘🚖BUSCANDO REMISES TRUCHOS DE UBER DIDI Y CABIFY NO HABILITADOS CON LA PLANCHA ITALIANA IVECO⚠️✖️✖️⚠️*"
"-OuO2umeHHvqx4BgB2XS","WhatsApp Bot","2026-06-05T18:33:21.865Z","municipal","0","Grupo WhatsApp","*⚠️✖️✖️⚠️AVELLANEDA Y OCAMPO....SE MUDÓ EL OPERATIVO DE (FISCA) FISCALIZACION DE TRANSPORTE (servici","Solo Operativos de TRÁNSITO!!! 2","*⚠️✖️✖️⚠️AVELLANEDA Y OCAMPO....SE MUDÓ EL OPERATIVO DE (FISCA) FISCALIZACION DE TRANSPORTE (servicios públicos) PARANDO TAXIS Y AUTOS 🚖🚘🚖BUSCANDO REMISES TRUCHOS LOS UBER DIDI Y CABIFY NO HABILITADOS CON LA PLANCHA ITALIANA IVECO⚠️✖️✖️⚠️*"
"-OuOLnVF3o9nOgeMixVs","WhatsApp Bot","2026-06-05T19:55:52.748Z","municipal","0","Grupo WhatsApp","segui y avellaneda control con el carreton motos y autos","Solo Operativos de TRÁNSITO!!! 2","segui y avellaneda control con el carreton motos y autos"
"-OuOP9XfQV1L-0bIQJjf","WhatsApp Bot","2026-06-05T20:10:33.551Z","checkpoint","0","Grupo WhatsApp","Operativo frente al radar que está por la a012, entre las vías y la ruta 21","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo frente al radar que está por la a012, entre las vías y la ruta 21"
"-OuOWMDxAWKZgOrWKAz7","WhatsApp Bot","2026-06-05T20:42:00.540Z","police","0","Grupo WhatsApp","Rondeau y arroz policía parando todo","Solo Operativos de TRÁNSITO!!! 2","Rondeau y arroz policía parando todo"
"-OuOjrdNWS7dyyjFglEJ","WhatsApp Bot","2026-06-05T21:45:23.328Z","checkpoint","0","Grupo WhatsApp","Estan en fiochi haciendo control....","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Estan en fiochi haciendo control...."
"-OuOqu-m6dhvBoG_Su6q","WhatsApp Bot","2026-06-05T22:16:08.026Z","police","0","Grupo WhatsApp","Mira es simple no me pagas llamo ala policía","Choferes de Uber.!! ","Mira es simple no me pagas llamo ala policía"
"-OuOrc2k5bvg52cwBb_p","WhatsApp Bot","2026-06-05T22:19:16.632Z","checkpoint","0","Grupo WhatsApp","Operativo en 9 de julio y moreno","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo en 9 de julio y moreno"
"-OuOriW-oJ-2yhcpwLQX","WhatsApp Bot","2026-06-05T22:19:43.080Z","municipal","0","Grupo WhatsApp","*🚩🏁🚩BV SEGUI Y FELIPE MORÈ.... SE ESTA LEVANTANDO EL OPERATIVO DE TRÁNSITO EN MINUTOS QUEDA TODO ","Solo Operativos de TRÁNSITO!!! 2","*🚩🏁🚩BV SEGUI Y FELIPE MORÈ.... SE ESTA LEVANTANDO EL OPERATIVO DE TRÁNSITO EN MINUTOS QUEDA TODO LIMPIO🚩🏁🚩*"
"-OuP5oIob0SL5jf6-jZc","WhatsApp Bot","2026-06-05T23:25:38.969Z","checkpoint","0","Grupo WhatsApp","Control mano lagos a arroyo por ruta 21","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control mano lagos a arroyo por ruta 21"
"-OuP6BOAQXAa9zbdflYV","WhatsApp Bot","2026-06-05T23:27:17.615Z","checkpoint","0","Grupo WhatsApp","Operativo frente al eden","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo frente al eden"
"-OuPQ3p0FTW4_uF7rHTS","WhatsApp Bot","2026-06-06T00:54:09.512Z","checkpoint","0","Grupo WhatsApp","Control en Solis entre Lejarza y Dean Funes","DIDI - Uber Rosario","Solis entre lejarza y dean funes"
"-OuPQ5kIP7lxPZuzz-04","WhatsApp Bot","2026-06-06T00:54:17.401Z","municipal","0","Grupo WhatsApp","Control municipal y policial retirando motos","DIDI - Uber Rosario","El ricky"
"-OuPQGjStvU1D2sp0xsP","WhatsApp Bot","2026-06-06T00:55:02.406Z","traffic","0","Grupo WhatsApp","Transito por mitre pasando belgrano","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Transito por mitre pasando belgrano"
"-OuPX9DhxJjB6Cl-hynK","WhatsApp Bot","2026-06-06T01:25:06.644Z","checkpoint","0","Grupo WhatsApp","Operativo 9 de julio y san Martin","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo 9 de julio y san Martin"
"-OuQs9bzf0ALVnoNhQVL","WhatsApp Bot","2026-06-06T07:40:52.635Z","checkpoint","0","Grupo WhatsApp","Buen día Pueyrredón y salta operativo completo","Solo Operativos de TRÁNSITO!!! 2","Buen día Pueyrredón y salta operativo completo"
"-OuRuD0K1RcZ2taQDGCx","WhatsApp Bot","2026-06-06T12:29:28.053Z","municipal","0","Grupo WhatsApp","*🚧📛📛🚧27 DE FEBRERO Y VERA MUJICA ... EL POTENTE OPERATIVO DE TRÁNSITO CON EL CARRETON Y ALRREDED","Solo Operativos de TRÁNSITO!!! 2","*🚧📛📛🚧27 DE FEBRERO Y VERA MUJICA ... EL POTENTE OPERATIVO DE TRÁNSITO CON EL CARRETON Y ALRREDEDORES TAMBIEN TE LLEVAN AL OPERATIVO 🛵🏍️🛵🏍️CHUPANDO MOTOS A FULL IMPACT CON EL JEFE DE DIVISION LUIS (ALIAS JARRO) Y SUS JARROBOYS MOTORIZADOS LLEVANDO AL OPERATIVO CON EL TERCIO DELTA DE POLICIA MOTORIZADA.... EVITEN ZONA HASTA LAS 11.45 HS🚧📛📛🚧*"
"-OuSN8brT-oMf6EeTznB","WhatsApp Bot","2026-06-06T14:40:14.359Z","municipal","0","Grupo WhatsApp","*🚩🏁🚩RUEDA ENTRE MAIPU Y SAN MARTIN... YA ESTA LIMPIO EL OPERATIVO DE (FISCA) FISCALIZACION DE TRA","Solo Operativos de TRÁNSITO!!! 2","*🚩🏁🚩RUEDA ENTRE MAIPU Y SAN MARTIN... YA ESTA LIMPIO EL OPERATIVO DE (FISCA) FISCALIZACION DE TRANSPORTE🚩🏁🚩*"
"-OuSP5h-4bViRHdL2rRA","WhatsApp Bot","2026-06-06T14:48:46.687Z","checkpoint","0","Grupo WhatsApp","Control un poco más atrás de Fiocchi","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control un poco más atrás de Fiocchi"
"-OuSPB96sLbS5vJcEQqY","WhatsApp Bot","2026-06-06T14:49:09.031Z","municipal","0","Grupo WhatsApp","*🚩🏁🚩FRANCIA Y GALVEZ Y ALRREDEDORES.... YA ESTA LIMPIO EL OPERATIVO DE TRÁNSITO CON EL CARRETON🚩","Solo Operativos de TRÁNSITO!!! 2","*🚩🏁🚩FRANCIA Y GALVEZ Y ALRREDEDORES.... YA ESTA LIMPIO EL OPERATIVO DE TRÁNSITO CON EL CARRETON🚩🏁🚩*"
"-OuSPm4YXZ6Q8IZwC1QV","WhatsApp Bot","2026-06-06T14:51:44.387Z","checkpoint","0","Grupo WhatsApp","Control un poco más atrás de Fiocchi","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control un poco más atrás de Fiocchi"
"-OuSQUeKsD2YHWQjdZZ9","WhatsApp Bot","2026-06-06T14:54:51.061Z","checkpoint","0","Grupo WhatsApp","Control un poco más atrás de Fiocchi","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control un poco más atrás de Fiocchi"
"-OuSTEkXPy_3iy4RJ8_3","WhatsApp Bot","2026-06-06T15:06:52.354Z","checkpoint","0","Grupo WhatsApp","Aviso que están haciendo control","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Aviso que están haciendo control"
"-OuTPPD52ktEsZ2uG2Cp","WhatsApp Bot","2026-06-06T19:29:43.839Z","municipal","0","Grupo WhatsApp","Fiscalización en El Portal Rosario","Choferes de Uber.!! ","Buenas 🙋🏻‍♂️ no vayan al portal esta Fisca 🫠"
"-OuTPPsGh2uf650Aq5gw","WhatsApp Bot","2026-06-06T19:29:46.538Z","municipal","0","Grupo WhatsApp","Control municipal en Portal Rosario","Choferes de Uber.!! ","Buenas 🙋🏻‍♂️ no vayan al portal esta Fisca 🫠"
"-OuTul-91zFh3qN4Iu1X","WhatsApp Bot","2026-06-06T21:51:05.768Z","municipal","0","Grupo WhatsApp","*🚩🏁🚩JUNIN Y SANTA MARIA DE ORO.... YA ESTA LIMPIO EL OPERATIVO DE (FISCA) FISCALIZACION DE TRANSP","Solo Operativos de TRÁNSITO!!! 2","*🚩🏁🚩JUNIN Y SANTA MARIA DE ORO.... YA ESTA LIMPIO EL OPERATIVO DE (FISCA) FISCALIZACION DE TRANSPORTE🚩🏁🚩*"
"-OuTul2pjJl0sTXOY8x2","WhatsApp Bot","2026-06-06T21:51:06.004Z","municipal","0","Grupo WhatsApp","*🚩🏁🚩JUNIN Y SANTA MARIA DE ORO.... YA ESTA LIMPIO EL OPERATIVO DE (FISCA) FISCALIZACION DE TRANSP","Solo Operativos de TRÁNSITO!!! 2","*🚩🏁🚩JUNIN Y SANTA MARIA DE ORO.... YA ESTA LIMPIO EL OPERATIVO DE (FISCA) FISCALIZACION DE TRANSPORTE🚩🏁🚩*"
"-OuU4o7rAFsoOPq7BIpP","WhatsApp Bot","2026-06-06T22:39:22.198Z","checkpoint","0","Grupo WhatsApp","Control en la entrada por autopista","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control en la entrada por autopista"
"-OuUHiCcFWoDCZGI36ER","WhatsApp Bot","2026-06-06T23:35:45.798Z","municipal","0","Grupo WhatsApp","Control municipal - zorro agarró moto","🚔🚨Operativos🚓 Arroyo Seco y alrededores","X independencia y gaboto policía zorro agarraron una moto"
"-OuUHllglMl1G-Yv9yfg","WhatsApp Bot","2026-06-06T23:36:00.413Z","police","0","Grupo WhatsApp","X independencia y gaboto policía zorro agarraron una moto","🚔🚨Operativos🚓 Arroyo Seco y alrededores","X independencia y gaboto policía zorro agarraron una moto"
"-OuUjNwM8Oqmq8onacM5","WhatsApp Bot","2026-06-07T01:41:00.856Z","checkpoint","0","Grupo WhatsApp","Control en san Martín y 9 de julio","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control en san Martín y 9 de julio"
"-OuUjOQYUq1Q9NV28INW","WhatsApp Bot","2026-06-07T01:41:02.852Z","checkpoint","0","Grupo WhatsApp","Control en san Martín y 9 de julio","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control en san Martín y 9 de julio"
"-OuUwSGbtERGTWtD9yFh","WhatsApp Bot","2026-06-07T02:38:06.472Z","municipal","0","Grupo WhatsApp","*🚧📛📛🚧OVIDIOS LAGOS Y SANTA FE .... EL POTENTE OPERATIVO DE TRÁNSITO CON ALCOHOLEMIA🗣️🗣️ NARCOL","Solo Operativos de TRÁNSITO!!! 2","*🚧📛📛🚧OVIDIOS LAGOS Y SANTA FE .... EL POTENTE OPERATIVO DE TRÁNSITO CON ALCOHOLEMIA🗣️🗣️ NARCOLEMIA Y THC CANNABIS CON EL CARRETON Y LAS GRUAS 🚘🛵🚘🛵A FULL IMPACT CON EL JEFE DE DIVISION RICARDO ROHRER (ALIAS RIO RIO) CON EL TERCIO DELTA DE POLICIA MOTORIZADA.... EVITEN ZONA!!!🚧📛📛🚧*"
"-OuV6RDF92Z2i7H9F_Nu","WhatsApp Bot","2026-06-07T03:26:05.745Z","checkpoint","0","Grupo WhatsApp","Control en Fighiera, semáforo de calle Garay","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control en Fighiera, semáforo de calle Garay"
"-OuV7XyUY8243wwMsdSA","WhatsApp Bot","2026-06-07T03:30:55.552Z","checkpoint","0","Grupo WhatsApp","Operativo en fig en el semáforo","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo en fig en el semáforo"
"-OuVDF3WgYvJqJlNHaW4","WhatsApp Bot","2026-06-07T03:55:50.978Z","checkpoint","0","Grupo WhatsApp","Sigue el operativo en fighiera o se fueron ya","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Sigue el operativo en fighiera o se fueron ya"
"-OuVDFNIyKuREPNuKvdP","WhatsApp Bot","2026-06-07T03:55:52.244Z","checkpoint","0","Grupo WhatsApp","Sigue el operativo en fighiera o se fueron ya","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Sigue el operativo en fighiera o se fueron ya"
"-OuVG7PehQZgQiYe63KP","WhatsApp Bot","2026-06-07T04:08:26.058Z","checkpoint","0","Grupo WhatsApp","Todavía está el operativo","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Todavía está el operativo"
"-OuVP0FlhFj1u6630cYI","WhatsApp Bot","2026-06-07T04:47:16.050Z","municipal","0","Grupo WhatsApp","*🚧📛📛🚧URQUIZA Y VERA MUJICA.... LLEGANDO EL OTRO POTENTE OPERATIVO DE TRÁNSITO CON ALCOHOLEMIA🗣️","Solo Operativos de TRÁNSITO!!! 2","*🚧📛📛🚧URQUIZA Y VERA MUJICA.... LLEGANDO EL OTRO POTENTE OPERATIVO DE TRÁNSITO CON ALCOHOLEMIA🗣️🗣️ NARCOLEMIA Y THC CANNABIS EL CARRETON Y LAS GRUAS 🚘🛵🚘🛵Q FULL IMPACT CON EL JEFE DE DIVISION GUSTAVO ROJO ( ALIAS DEMONIO) .... EVITEN ZONA Y ALRREDEDORES TAMBIEN!!!🚧📛📛🚧*"
"-OuVZvabSjyeiiQ30jrN","WhatsApp Bot","2026-06-07T05:34:56.454Z","municipal","0","Grupo WhatsApp","*⚠️✖️✖️⚠️JUJUY Y DORREGO.... SE MUDÓ EL OPERATIVO DE (FISCA) FISCALIZACION DE TRANSPORTE (SERVICIOS ","Solo Operativos de TRÁNSITO!!! 2","*⚠️✖️✖️⚠️JUJUY Y DORREGO.... SE MUDÓ EL OPERATIVO DE (FISCA) FISCALIZACION DE TRANSPORTE (SERVICIOS PÚBLICOS) 🚖🚘🚘🚖CON LA PLANCHA ITALIANA IVECO CON ALCOHOLEMIA🗣️🗣️ Y NARCOLEMIA⚠️✖️✖️⚠️*"
"-OuVekgUC3S3P-AAcwar","WhatsApp Bot","2026-06-07T06:00:24.638Z","checkpoint","0","Grupo WhatsApp","*🚩🏁🚩SANTA FE Y OVIDIOS LAGOS... YA ESTA LIMPIO UNO DE LOS OPERATIVOS DE TRÁNSITO🚩🏁🚩* 

*🚧📛🚧","Solo Operativos de TRÁNSITO!!! 2","*🚩🏁🚩SANTA FE Y OVIDIOS LAGOS... YA ESTA LIMPIO UNO DE LOS OPERATIVOS DE TRÁNSITO🚩🏁🚩* 

*🚧📛🚧URQUIZA Y VERA MUJICA.... SIGUEN A FULL IMPACT🚧📛🚧*"
"-OuVhke_iLwwTFhNy01n","WhatsApp Bot","2026-06-07T06:13:30.948Z","municipal","0","Grupo WhatsApp","*🚩🏁🚩URQUIZA Y VERA MUJICA.... SE ESTA YENDO EL OPERATIVO DE TRÁNSITO EN MINUTOS QUEDA LIMPIO DEFI","Solo Operativos de TRÁNSITO!!! 2","*🚩🏁🚩URQUIZA Y VERA MUJICA.... SE ESTA YENDO EL OPERATIVO DE TRÁNSITO EN MINUTOS QUEDA LIMPIO DEFINITIVAMENTE!!!🚩🏁🚩*"
"-OuVo9YDQnPj37AJvO7Y","WhatsApp Bot","2026-06-07T06:41:29.835Z","municipal","0","Grupo WhatsApp","Montevideo entre oroño y alvear fisca","Solo Operativos de TRÁNSITO!!! 2","Montevideo entre oroño y alvear fisca"
"-OuX7P9V2sDyp0eoDVQm","WhatsApp Bot","2026-06-07T12:49:33.881Z","checkpoint","0","Grupo WhatsApp","Entrasa d areollo control pasando el cristo a dentro","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Entrasa d areollo control pasando el cristo a dentro"
"-OuXR0ffo-4blNJc5Ggv","WhatsApp Bot","2026-06-07T14:15:16.484Z","checkpoint","0","Grupo WhatsApp","Operativo por ruta 21 ante de llegar al cotolengo","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo por ruta 21 ante de llegar al cotolengo"
"-OuXVlvRjilN_Z0xdwDk","WhatsApp Bot","2026-06-07T14:36:02.678Z","municipal","0","Grupo WhatsApp","Pasaron x la ruta los zorros y policia para el lado d lagos","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Pasaron x la ruta los zorros y policia para el lado d lagos"
"-OuXbgOol_bev-WkeZq1","WhatsApp Bot","2026-06-07T15:06:15.054Z","police","0","Grupo WhatsApp","*🚔🚧🚔RUTA 18 KM 2 AMBAS MANOS..... POLICIAS PARANDO🚔🚧🚔*","🚔🚨Operativos🚓 Arroyo Seco y alrededores","*🚔🚧🚔RUTA 18 KM 2 AMBAS MANOS..... POLICIAS PARANDO🚔🚧🚔*"
"-OuYN2iAzXtDLOMxdkFQ","WhatsApp Bot","2026-06-07T18:37:33.485Z","police","0","Grupo WhatsApp","Operativo policía parando por independencia antes del cristo","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo policía parando por independencia antes del cristo"
"-OuZ1uDkkS5MXXKCWUbT","WhatsApp Bot","2026-06-07T21:44:46.802Z","checkpoint","0","Grupo WhatsApp","Operativo 9 de julio entre Moreno y belgrano y por Moreno también están en la cuadra de la Santa luc","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo 9 de julio entre Moreno y belgrano y por Moreno también están en la cuadra de la Santa lucia"
"-OuZimMVuKtedh4k77UF","WhatsApp Bot","2026-06-08T00:56:28.938Z","police","0","Grupo WhatsApp","Tenes 3 horas gratis","Choferes de Uber.!! ","Tenes 3 horas gratis"
"-OuafAOpqFqdcEoAU0ru","WhatsApp Bot","2026-06-08T09:59:57.333Z","checkpoint","0","Grupo WhatsApp","Dame Fuerza Ma,Xq Todo Se Me Esta Saliendo De Control😔
La Falta Q Me Haces Es Muy Grande💔","Admin Privado","Dame Fuerza Ma,Xq Todo Se Me Esta Saliendo De Control😔
La Falta Q Me Haces Es Muy Grande💔"
"-OucUfyjoeKluZ5TeJZ9","WhatsApp Bot","2026-06-08T18:28:59.474Z","checkpoint","0","Grupo WhatsApp","🚨🚨🚨atento control en la salida de figuiera ruta 21  llendo para pavón están parando a moto y auto","🚔🚨Operativos🚓 Arroyo Seco y alrededores","🚨🚨🚨atento control en la salida de figuiera ruta 21  llendo para pavón están parando a moto y auto"
"-OucyDVVX6h9pcSceQGz","WhatsApp Bot","2026-06-08T20:42:25.221Z","municipal","0","Grupo WhatsApp","Les comparto Auxilio mecanico en autos y motos","Uber Didi Rosario y alrededores","Les comparto Auxilio mecanico en autos y motos"
"-OudYxNaf7eyijeN6TYm","WhatsApp Bot","2026-06-08T23:27:16.542Z","checkpoint","0","Grupo WhatsApp","Control en entrada a Lagos","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control entrando a lagos"
"-OudYy6V7LclnQbNpGht","WhatsApp Bot","2026-06-08T23:27:19.544Z","checkpoint","0","Grupo WhatsApp","Control entrando a General Lagos","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control entrando a lagos"
"-Oug14Pjuc5wOkVRhkEx","WhatsApp Bot","2026-06-09T10:58:08.195Z","police","0","Grupo WhatsApp","Estaba canal 3 en la puerta del colegio jajja la agarraron para hablar a mi hijastra 😂","Choferes de Uber.!! ","Estaba canal 3 en la puerta del colegio jajja la agarraron para hablar a mi hijastra 😂"
"-Oug8rBTvxbUIeioZDsF","WhatsApp Bot","2026-06-09T11:32:07.089Z","firetruck","0","Grupo WhatsApp","Me voy a despedir prendiendo fuego too","Choferes de Uber.!! ","Me voy a despedir prendiendo fuego too"
"-Oug9I4axGhK8jlRu1X3","WhatsApp Bot","2026-06-09T11:34:01.338Z","police","0","Grupo WhatsApp","Te van a meter en cana rapido","Choferes de Uber.!! ","Te van a meter en cana rapido"
"-OugERtHFO5URJiFwLkW","WhatsApp Bot","2026-06-09T11:56:32.230Z","checkpoint","0","Grupo WhatsApp","Peaje en ambas manos operativo","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Peaje en ambas manos operativo"
"-OugXIEZCFCxH5_NcZgm","WhatsApp Bot","2026-06-09T13:18:53.432Z","checkpoint","0","Grupo WhatsApp","Política y control","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Política y control"
"-OugcW1WqZOy-UJuGduc","WhatsApp Bot","2026-06-09T13:46:02.822Z","checkpoint","0","Grupo WhatsApp","Control en el peaje","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control en el peaje"
"-OugcXP71qI9P5nfkhex","WhatsApp Bot","2026-06-09T13:46:08.430Z","checkpoint","0","Grupo WhatsApp","Control en el peaje","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control en el peaje"
"-OugisO1oy84yeqx_9G9","WhatsApp Bot","2026-06-09T14:13:51.336Z","checkpoint","0","Grupo WhatsApp","Operativo antes de llegar al cotolengo de lagos y en la entrada de pueblo Esther","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Operativo antes de llegar al cotolengo de lagos y en la entrada de pueblo Esther"
"-OuhS6KEREsnsw6wdeKU","WhatsApp Bot","2026-06-09T17:35:51.157Z","checkpoint","0","Grupo WhatsApp","Control x ruta antes de llegar a Deyfrus","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control x ruta antes de llegar a Deyfrus"
"-OuhS7aGUI3b5nmERZo1","WhatsApp Bot","2026-06-09T17:35:56.343Z","police","0","Grupo WhatsApp","Solo la policia","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Solo la policia"
"-OuhSCxoFYjd26GOQAx6","WhatsApp Bot","2026-06-09T17:36:18.330Z","police","0","Grupo WhatsApp","Solo la policia","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Solo la policia"
"-OuhSEJ709p6wmA5yvHM","WhatsApp Bot","2026-06-09T17:36:23.854Z","checkpoint","0","Grupo WhatsApp","Control x ruta antes de llegar a Deyfrus","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control x ruta antes de llegar a Deyfrus"
"-OuhV_ZlYyqKqdftqjih","WhatsApp Bot","2026-06-09T17:51:01.462Z","checkpoint","0","Grupo WhatsApp","Control en la shell de pueblo esther y en dreyfus también","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control en la shell de pueblo esther y en dreyfus también"
"-Ouh_6BHQavGPmuaXK13","WhatsApp Bot","2026-06-09T18:10:47.736Z","municipal","0","Grupo WhatsApp","*🚧📛📛🚧ATENCION .... PARAGUAY ENTRE MENDOZA Y 3 DE FEBRERO...EN MINUTOS LLEGA EL POTENTE OPERATIVO","Solo Operativos de TRÁNSITO!!! 2","*🚧📛📛🚧ATENCION .... PARAGUAY ENTRE MENDOZA Y 3 DE FEBRERO...EN MINUTOS LLEGA EL POTENTE OPERATIVO DE TRÁNSITO CON EL CARRETON Y ALRREDEDORES TAMBIEN TE LLEVAN AL OPERATIVO CHUPANDO MOTOS 🛵🏍️🛵🏍️A FULL IMPACT CON EL JEFE DE DIVISION GUILLERMO GHILARDONI (ALIAS TOPO GIGIO) CON EL TERCIO DELTA DE POLICIA MOTORIZADA..... EVITEN ZONA!!!🚧📛📛🚧*"
"-OuhdxJM2rlIBL4O5ERg","WhatsApp Bot","2026-06-09T18:31:58.011Z","checkpoint","0","Grupo WhatsApp","Control vías de Lagos por ruta 21","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control vías de Lagos por ruta 21"
"-OuhdxSyPL9xD1bfioGh","WhatsApp Bot","2026-06-09T18:31:58.627Z","checkpoint","0","Grupo WhatsApp","Control vías de Lagos por ruta 21","🚔🚨Operativos🚓 Arroyo Seco y alrededores","Control vías de Lagos por ruta 21"
"-Ouhe71yZUTDljZ4iQa9","WhatsApp Bot","2026-06-09T18:32:41.955Z","checkpoint","0","Grupo WhatsApp","X las dudas arijon al 700 control y retiro de autos Rosario🤦🏻‍♀️","🚔🚨Operativos🚓 Arroyo Seco y alrededores","X las dudas arijon al 700 control y retiro de autos Rosario🤦🏻‍♀️"
